,DATETIMEDATA,PM25,O3,TEMP,RH,WD
10,2024-02-01 10:00:00,19.5,1.0,30,61,142
11,2024-02-01 11:00:00,17.8,1.0,31,57,171
12,2024-02-01 12:00:00,18.9,1.0,32,53,160
13,2024-02-01 13:00:00,17.5,9.0,32,52,171
14,2024-02-01 14:00:00,17.9,16.0,32,51,164
15,2024-02-01 15:00:00,16.7,5.0,31,52,167
16,2024-02-01 16:00:00,13.1,,31,54,166
17,2024-02-01 17:00:00,17.8,20.0,29,62,135
18,2024-02-01 18:00:00,13.0,18.0,28,68,126
19,2024-02-01 19:00:00,22.5,0.0,28,73,117
20,2024-02-01 20:00:00,21.9,1.0,27,75,113
21,2024-02-01 21:00:00,22.3,10.0,27,77,111
22,2024-02-01 22:00:00,20.7,1.0,27,80,113
23,2024-02-01 23:00:00,25.6,0.0,26,83,109
24,2024-02-02 00:00:00,30.9,0.0,26,84,109
25,2024-02-02 01:00:00,25.9,1.0,26,86,108
26,2024-02-02 02:00:00,27.4,4.0,25,86,107
27,2024-02-02 03:00:00,18.4,0.0,25,89,105
28,2024-02-02 04:00:00,25.1,0.0,25,89,105
29,2024-02-02 05:00:00,29.3,0.0,24,91,103
30,2024-02-02 06:00:00,30.1,0.0,24,91,104
31,2024-02-02 07:00:00,29.6,1.0,25,90,105
32,2024-02-02 08:00:00,32.4,5.0,27,81,109
33,2024-02-02 09:00:00,31.8,0.0,29,68,113
34,2024-02-02 10:00:00,19.3,0.0,31,59,127
35,2024-02-02 11:00:00,15.8,0.0,32,54,169
36,2024-02-02 12:00:00,18.4,1.0,32,52,191
37,2024-02-02 13:00:00,16.5,3.0,32,52,172
38,2024-02-02 14:00:00,15.0,5.0,32,50,141
39,2024-02-02 15:00:00,13.6,1.0,32,52,168
40,2024-02-02 16:00:00,14.4,2.0,31,57,153
41,2024-02-02 17:00:00,10.7,,30,64,158
42,2024-02-02 18:00:00,11.9,15.0,29,70,116
43,2024-02-02 19:00:00,16.7,13.0,28,74,122
44,2024-02-02 20:00:00,16.7,0.0,27,77,116
45,2024-02-02 21:00:00,23.6,7.0,27,79,116
46,2024-02-02 22:00:00,17.3,0.0,27,80,110
47,2024-02-02 23:00:00,19.4,1.0,27,81,110
48,2024-02-03 00:00:00,17.2,0.0,26,82,109
49,2024-02-03 01:00:00,18.6,1.0,26,84,108
50,2024-02-03 02:00:00,22.2,0.0,26,85,107
51,2024-02-03 03:00:00,21.9,9.0,26,80,117
52,2024-02-03 04:00:00,17.3,15.0,26,79,116
53,2024-02-03 05:00:00,16.1,15.0,26,78,114
54,2024-02-03 06:00:00,14.6,2.0,25,87,107
55,2024-02-03 07:00:00,25.8,1.0,26,87,108
56,2024-02-03 08:00:00,33.8,1.0,28,74,111
57,2024-02-03 09:00:00,20.5,1.0,29,66,124
58,2024-02-03 10:00:00,12.5,1.0,30,61,134
59,2024-02-03 11:00:00,18.8,0.0,32,55,138
60,2024-02-03 12:00:00,12.9,1.0,32,52,164
61,2024-02-03 13:00:00,11.3,2.0,32,51,148
62,2024-02-03 14:00:00,12.0,15.0,33,50,149
63,2024-02-03 15:00:00,19.2,3.0,32,52,167
64,2024-02-03 16:00:00,14.1,17.0,31,57,186
65,2024-02-03 17:00:00,11.9,0.0,30,65,188
66,2024-02-03 18:00:00,13.1,,28,70,182
67,2024-02-03 19:00:00,20.9,3.0,28,72,140
68,2024-02-03 20:00:00,20.2,1.0,28,74,119
69,2024-02-03 21:00:00,16.8,4.0,27,76,112
70,2024-02-03 22:00:00,15.5,1.0,27,77,111
71,2024-02-03 23:00:00,10.5,1.0,27,78,107
72,2024-02-04 00:00:00,12.7,0.0,27,79,108
73,2024-02-04 01:00:00,13.0,6.0,27,80,106
74,2024-02-04 02:00:00,9.9,11.0,27,78,100
75,2024-02-04 03:00:00,13.2,0.0,26,81,96
76,2024-02-04 04:00:00,14.2,13.0,26,84,100
77,2024-02-04 05:00:00,15.7,2.0,25,89,107
78,2024-02-04 06:00:00,23.3,2.0,25,89,103
79,2024-02-04 07:00:00,24.0,3.0,25,87,107
80,2024-02-04 08:00:00,29.4,12.0,28,73,110
81,2024-02-04 09:00:00,19.3,1.0,30,63,95
82,2024-02-04 10:00:00,16.4,1.0,31,58,109
83,2024-02-04 11:00:00,17.4,0.0,33,54,121
84,2024-02-04 12:00:00,17.2,0.0,33,52,122
85,2024-02-04 13:00:00,15.4,25.0,33,54,137
86,2024-02-04 14:00:00,17.6,1.0,33,55,140
87,2024-02-04 15:00:00,20.5,2.0,32,55,145
88,2024-02-04 16:00:00,20.7,24.0,31,57,140
89,2024-02-04 17:00:00,25.7,2.0,30,63,138
90,2024-02-04 18:00:00,21.7,28.0,29,68,128
91,2024-02-04 19:00:00,22.7,,28,72,128
92,2024-02-04 20:00:00,26.5,28.0,28,75,112
93,2024-02-04 21:00:00,22.9,0.0,27,78,111
94,2024-02-04 22:00:00,29.1,0.0,27,78,107
95,2024-02-04 23:00:00,27.4,0.0,27,77,108
96,2024-02-05 00:00:00,22.2,7.0,27,79,106
97,2024-02-05 01:00:00,28.9,1.0,26,84,102
98,2024-02-05 02:00:00,36.0,5.0,26,85,99
99,2024-02-05 03:00:00,31.0,9.0,25,86,102
100,2024-02-05 04:00:00,27.9,12.0,25,88,100
101,2024-02-05 05:00:00,31.2,14.0,25,89,102
102,2024-02-05 06:00:00,30.2,14.0,25,89,101
103,2024-02-05 07:00:00,33.8,0.0,25,89,113
104,2024-02-05 08:00:00,39.3,9.0,27,81,106
105,2024-02-05 09:00:00,43.4,0.0,29,72,116
106,2024-02-05 10:00:00,26.9,3.0,30,62,124
107,2024-02-05 11:00:00,25.3,0.0,32,59,124
108,2024-02-05 12:00:00,26.8,1.0,33,53,130
109,2024-02-05 13:00:00,22.0,2.0,33,49,139
110,2024-02-05 14:00:00,21.4,26.0,33,47,159
111,2024-02-05 15:00:00,24.6,26.0,33,49,147
112,2024-02-05 16:00:00,22.5,9.0,32,53,134
113,2024-02-05 17:00:00,25.3,33.0,31,58,149
114,2024-02-05 18:00:00,15.0,25.0,29,63,123
115,2024-02-05 19:00:00,19.5,0.0,28,71,113
116,2024-02-05 20:00:00,17.4,,28,74,109
117,2024-02-05 21:00:00,16.3,6.0,28,76,112
118,2024-02-05 22:00:00,16.0,1.0,27,78,111
119,2024-02-05 23:00:00,17.4,1.0,27,78,114
120,2024-02-06 00:00:00,,8.0,27,76,119
121,2024-02-06 01:00:00,,0.0,27,77,103
122,2024-02-06 02:00:00,19.8,0.0,26,83,101
123,2024-02-06 03:00:00,23.1,0.0,26,85,103
124,2024-02-06 04:00:00,20.7,2.0,25,87,104
125,2024-02-06 05:00:00,24.0,0.0,25,89,106
126,2024-02-06 06:00:00,23.4,1.0,25,89,106
127,2024-02-06 07:00:00,26.3,0.0,25,89,107
128,2024-02-06 08:00:00,31.0,1.0,26,85,111
129,2024-02-06 09:00:00,32.9,10.0,28,77,120
130,2024-02-06 10:00:00,26.2,10.0,30,68,126
131,2024-02-06 11:00:00,20.3,4.0,31,63,126
132,2024-02-06 12:00:00,19.5,5.0,32,55,131
133,2024-02-06 13:00:00,13.5,18.0,33,50,159
134,2024-02-06 14:00:00,12.9,5.0,33,50,173
135,2024-02-06 15:00:00,11.1,12.0,33,50,148
136,2024-02-06 16:00:00,,5.0,32,53,166
137,2024-02-06 17:00:00,,4.0,31,57,128
138,2024-02-06 18:00:00,12.5,3.0,30,63,125
139,2024-02-06 19:00:00,13.9,0.0,29,71,115
140,2024-02-06 20:00:00,20.0,0.0,28,75,113
141,2024-02-06 21:00:00,19.3,,28,77,111
142,2024-02-06 22:00:00,17.7,8.0,28,79,112
143,2024-02-06 23:00:00,18.8,1.0,28,80,107
144,2024-02-07 00:00:00,17.1,2.0,28,80,105
145,2024-02-07 01:00:00,13.3,5.0,27,83,105
146,2024-02-07 02:00:00,18.8,2.0,26,86,103
147,2024-02-07 03:00:00,22.5,6.0,26,85,94
148,2024-02-07 04:00:00,18.2,2.0,26,86,95
149,2024-02-07 05:00:00,27.0,1.0,26,88,101
150,2024-02-07 06:00:00,31.5,0.0,25,89,99
151,2024-02-07 07:00:00,24.8,0.0,26,85,100
152,2024-02-07 08:00:00,28.4,0.0,28,74,119
153,2024-02-07 09:00:00,22.3,11.0,30,65,122
154,2024-02-07 10:00:00,22.5,0.0,31,57,120
155,2024-02-07 11:00:00,20.3,8.0,33,49,136
156,2024-02-07 12:00:00,16.9,11.0,33,45,165
157,2024-02-07 13:00:00,16.7,25.0,33,45,160
158,2024-02-07 14:00:00,14.9,25.0,33,44,137
159,2024-02-07 15:00:00,20.5,21.0,33,46,153
160,2024-02-07 16:00:00,15.6,0.0,32,48,175
161,2024-02-07 17:00:00,18.5,4.0,30,58,134
162,2024-02-07 18:00:00,20.0,7.0,29,67,126
163,2024-02-07 19:00:00,23.1,0.0,29,71,115
164,2024-02-07 20:00:00,20.3,1.0,28,71,109
165,2024-02-07 21:00:00,21.1,0.0,28,72,111
166,2024-02-07 22:00:00,20.9,,27,75,111
167,2024-02-07 23:00:00,20.4,12.0,27,77,110
168,2024-02-08 00:00:00,20.8,1.0,27,79,105
169,2024-02-08 01:00:00,17.0,8.0,27,81,100
170,2024-02-08 02:00:00,16.2,4.0,26,82,95
171,2024-02-08 03:00:00,25.8,4.0,26,85,96
172,2024-02-08 04:00:00,27.2,2.0,26,85,94
173,2024-02-08 05:00:00,31.1,0.0,25,86,100
174,2024-02-08 06:00:00,29.7,1.0,25,87,100
175,2024-02-08 07:00:00,27.8,0.0,26,87,107
176,2024-02-08 08:00:00,37.5,0.0,28,75,102
177,2024-02-08 09:00:00,34.1,1.0,30,63,102
178,2024-02-08 10:00:00,22.6,1.0,32,55,118
179,2024-02-08 11:00:00,18.8,10.0,33,52,123
180,2024-02-08 12:00:00,15.3,19.0,34,44,141
181,2024-02-08 13:00:00,13.9,20.0,34,46,163
182,2024-02-08 14:00:00,11.4,20.0,33,46,152
183,2024-02-08 15:00:00,14.8,4.0,33,46,149
184,2024-02-08 16:00:00,15.2,13.0,32,52,137
185,2024-02-08 17:00:00,14.1,3.0,31,59,141
186,2024-02-08 18:00:00,18.2,7.0,29,67,137
187,2024-02-08 19:00:00,15.7,0.0,29,72,119
188,2024-02-08 20:00:00,16.4,1.0,28,74,114
189,2024-02-08 21:00:00,18.1,0.0,28,76,112
190,2024-02-08 22:00:00,18.9,3.0,28,77,109
191,2024-02-08 23:00:00,24.4,,28,77,107
192,2024-02-09 00:00:00,20.9,10.0,27,76,103
193,2024-02-09 01:00:00,13.3,2.0,27,81,101
194,2024-02-09 02:00:00,18.8,3.0,27,83,104
195,2024-02-09 03:00:00,18.1,6.0,27,83,101
196,2024-02-09 04:00:00,24.1,1.0,26,84,103
197,2024-02-09 05:00:00,28.6,2.0,26,87,105
198,2024-02-09 06:00:00,31.8,0.0,26,87,100
199,2024-02-09 07:00:00,27.5,0.0,26,83,103
200,2024-02-09 08:00:00,31.5,1.0,29,72,115
201,2024-02-09 09:00:00,20.7,5.0,30,67,123
202,2024-02-09 10:00:00,24.7,6.0,31,63,133
203,2024-02-09 11:00:00,28.8,0.0,32,56,136
204,2024-02-09 12:00:00,27.4,3.0,33,51,137
205,2024-02-09 13:00:00,28.6,26.0,33,50,170
206,2024-02-09 14:00:00,28.5,17.0,33,50,200
207,2024-02-09 15:00:00,28.4,11.0,33,49,166
208,2024-02-09 16:00:00,,21.0,32,53,154
209,2024-02-09 17:00:00,23.8,4.0,30,56,175
210,2024-02-09 18:00:00,18.1,21.0,29,64,131
211,2024-02-09 19:00:00,16.4,19.0,28,66,203
212,2024-02-09 20:00:00,19.2,1.0,28,67,172
